id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker,bookmaker_last_update,market_key,market_last_update,outcomes_name,outcomes_price,outcomes_point
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Under,1.98,2.75
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.66,2.5
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,2.23,2.5
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Over,1.83,2.75
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Under,2.05,2.75
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.83,2.75
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,2.05,2.75
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,2.1,3
4c39ee4d0a8356282f5529e0b336202f,soccer_epl,EPL,2024-09-28T14:00:00Z,Brentford,West Ham United,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.77,3
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Over,2.17,3.5
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Under,1.64,3.5
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Over,2,3.25
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Under,1.83,3.25
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Over,2.15,3.5
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Under,1.62,3.5
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,2.33,3.5
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.61,3.5
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Over,1.81,3
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Under,2.07,3
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.81,3
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,2.07,3
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.8,3
289642780c979c8b4b16d5a02edc5b5d,soccer_epl,EPL,2024-09-28T14:00:00Z,Chelsea,Brighton and Hove Albion,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,2.05,3
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Over,1.87,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Under,1.87,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Over,1.91,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Under,1.91,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Over,1.83,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Under,1.87,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.87,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.93,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Over,1.96,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Under,1.89,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.96,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.89,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.83,2.5
0b3c638fab2a9895f20b41dc87c2571c,soccer_epl,EPL,2024-09-28T14:00:00Z,Everton,Crystal Palace,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,2,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Over,1.9,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Under,1.84,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Over,1.91,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Under,1.77,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Over,1.95,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Under,1.87,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,2,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.81,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Over,2,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Under,1.86,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,2,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.86,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.96,2.5
b9b9640830890bf09433354bdd30b8ab,soccer_epl,EPL,2024-09-28T14:00:00Z,Nottingham Forest,Fulham,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.86,2.5
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Over,2.07,3.5
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Under,1.7,3.5
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Over,1.89,3.25
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Under,1.93,3.25
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,2.08,3.5
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.75,3.5
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Over,1.93,3.25
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Under,1.92,3.25
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.94,3.25
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.92,3.25
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,2.19,3.5
16ed8f360d7e507c86231d810cbf2e90,soccer_epl,EPL,2024-09-28T16:30:00Z,Wolverhampton Wanderers,Liverpool,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.72,3.5
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Over,1.7,2.5
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Under,2.07,2.5
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Over,1.69,2.5
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Under,2.05,2.5
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Over,1.93,2.75
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Under,1.89,2.75
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.68,2.5
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,2.17,2.5
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Over,1.91,2.75
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,betonlineag,BetOnline.ag,2024-09-27T17:56:21Z,totals,2024-09-27T17:56:21Z,Under,1.94,2.75
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.91,2.75
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,lowvig,LowVig.ag,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,1.94,2.75
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,1.74,2.5
894eee87683135b4828d1182e64b7cc6,soccer_epl,EPL,2024-09-29T13:00:00Z,Ipswich Town,Aston Villa,betus,BetUS,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Under,2.15,2.5
d5a426bdd3e6e6441d24d2e801540198,soccer_epl,EPL,2024-09-29T15:30:00Z,Manchester United,Tottenham Hotspur,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Over,2,3.5
d5a426bdd3e6e6441d24d2e801540198,soccer_epl,EPL,2024-09-29T15:30:00Z,Manchester United,Tottenham Hotspur,mybookieag,MyBookie.ag,2024-09-27T17:50:33Z,totals,2024-09-27T17:50:33Z,Under,1.76,3.5
d5a426bdd3e6e6441d24d2e801540198,soccer_epl,EPL,2024-09-29T15:30:00Z,Manchester United,Tottenham Hotspur,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Over,2,3.5
d5a426bdd3e6e6441d24d2e801540198,soccer_epl,EPL,2024-09-29T15:30:00Z,Manchester United,Tottenham Hotspur,betmgm,BetMGM,2024-09-27T17:54:52Z,totals,2024-09-27T17:54:52Z,Under,1.71,3.5
d5a426bdd3e6e6441d24d2e801540198,soccer_epl,EPL,2024-09-29T15:30:00Z,Manchester United,Tottenham Hotspur,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Over,1.85,3.25
d5a426bdd3e6e6441d24d2e801540198,soccer_epl,EPL,2024-09-29T15:30:00Z,Manchester United,Tottenham Hotspur,bovada,Bovada,2024-09-27T17:57:44Z,totals,2024-09-27T17:57:44Z,Under,1.98,3.25
d5a426bdd3e6e6441d24d2e801540198,soccer_epl,EPL,2024-09-29T15:30:00Z,Manchester United,Tottenham Hotspur,betrivers,BetRivers,2024-09-27T17:57:45Z,totals,2024-09-27T17:57:45Z,Over,2.08,3.5
